model_name,total_params,dataset_name,dataset_size,src_lang,tgt_lang,batch_size,beam_size,max_gen_length,max_input_seq_length,tokenizer_padding_setting,sacrebleu,spBleu,chrf,chrfpp,meteor,gen_len,encoder_latency_s,decoder_latency_s,encoder_throughput,decoder_throughput
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,64,512,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0129117828328162,0.010998339662628743,"tensor(1626.4214, device='cuda:0')",2727.6844433107476
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,1,64,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0130239611025899,0.010693738060393173,"tensor(1612.4126, device='cuda:0')",2805.38010474674
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,2,64,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0125484450254589,0.01119530803213513,"tensor(1673.5140, device='cuda:0')",2679.6940212710256
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,4,64,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0119408778846263,0.011438716823855983,"tensor(1758.6646, device='cuda:0')",2622.671796318411
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,8,64,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0118251258973032,0.011408083280548409,"tensor(1775.8796, device='cuda:0')",2629.714322926808
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,16,64,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.013148782774806,0.011410329160430697,"tensor(1597.1060, device='cuda:0')",2629.196719761204
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,32,64,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0154594799969345,0.010909766139041942,"tensor(1358.3898, device='cuda:0')",2749.8297963181176
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,64,64,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0131186419166624,0.010906040570848841,"tensor(1600.7754, device='cuda:0')",2750.7691544984814
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,1,128,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0113553500268608,0.010576975692448903,"tensor(1849.3485, device='cuda:0')",2836.3495267761227
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,2,128,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0125092440284788,0.011059572353648593,"tensor(1678.7587, device='cuda:0')",2712.582280824167
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,4,128,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0138223799876868,0.011054966226220077,"tensor(1519.2753, device='cuda:0')",2713.712496818511
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,8,128,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0122882011346519,0.011136276546555213,"tensor(1708.9564, device='cuda:0')",2693.8986181409
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,16,128,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0123391419183462,0.011644454049547306,"tensor(1701.9011, device='cuda:0')",2576.3337527332415
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,32,128,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0119192858692258,0.010813218488868626,"tensor(1761.8506, device='cuda:0')",2774.38211674745
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,64,128,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0124218619894236,0.0110335379253111,"tensor(1690.5677, device='cuda:0')",2718.982814313762
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,1,256,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0132510820403695,0.010604801732275964,"tensor(1584.7762, device='cuda:0')",2828.907202356673
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,2,256,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0116146919317543,0.010662512954634874,"tensor(1808.0549, device='cuda:0')",2813.5956436947954
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,4,256,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0114505901001393,0.011053563755315984,"tensor(1833.9667, device='cuda:0')",2714.056811367476
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,8,256,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0118567149620503,0.010771277407184187,"tensor(1771.1482, device='cuda:0')",2785.1849753670544
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,16,256,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0129343979060649,0.010824415982971217,"tensor(1623.5778, device='cuda:0')",2771.5121118031198
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,32,256,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0126460660248994,0.010530288113401247,"tensor(1660.5955, device='cuda:0')",2848.9248990083047
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,64,256,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0117561740335077,0.010523163563301439,"tensor(1786.2954, device='cuda:0')",2850.8537208926627
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,1,512,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0114498089533299,0.010415471704869393,"tensor(1834.0917, device='cuda:0')",2880.330420942389
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,2,512,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0123095999006181,0.010799585531155212,"tensor(1705.9856, device='cuda:0')",2777.884383938108
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,4,512,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0129026069771498,0.011310460371896576,"tensor(1627.5780, device='cuda:0')",2652.4119278594403
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,8,512,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0168147149961441,0.011440840549766969,"tensor(1248.9061, device='cuda:0')",2622.184958308072
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,16,512,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0124051210004836,0.011388709385608896,"tensor(1692.8492, device='cuda:0')",2634.1878595926655
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,32,512,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0111986268311738,0.010693470954955049,"tensor(1875.2299, device='cuda:0')",2805.4501785595494
facebook/nllb-200-1.3B,1370638336,wmt14,1,en,fr,32,64,512,128,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0120225059799849,0.01075760067831119,"tensor(1746.7241, device='cuda:0')",2788.7259340722835
