model_name,total_params,dataset_name,dataset_size,dataset_size_after_filter_wrt_input_len,src_lang,tgt_lang,batch_size,beam_size,max_gen_length,max_input_seq_length,tokenizer_padding_setting,sacrebleu,spBleu,chrf,chrfpp,meteor,gen_len,encoder_latency_s,decoder_latency_s,encoder_throughput,decoder_throughput
facebook/nllb-moe-54b,524717009,flores200,1,1,en,fr,1,1,20,-1,no_pad_fill,0.0,0.0,4.239734970862082,3.1798012281465615,0.0,20.0,122.3798328130506,2.4792840245155325,0.522962,8.06684502551422
facebook/nllb-moe-54b,524717009,flores200,1,1,en,fr,1,2,20,-1,no_pad_fill,0.0,0.0,3.485731933461938,2.614298950096453,0.0,20.0,121.68939912994392,3.3031760260560796,0.52592915,6.054778746950269
facebook/nllb-moe-54b,524717009,flores200,1,1,en,fr,1,4,20,-1,no_pad_fill,0.0,0.0,5.085535893961966,3.814151920471475,0.0,20.0,2.4298312950413674,2.3906001919806985,26.339277,8.366099888676608
facebook/nllb-moe-54b,524717009,flores200,1,1,en,fr,1,1,32,-1,no_pad_fill,0.0,0.0,8.191594562388484,6.143695921791363,0.0,32.0,2.428121424978599,0.375890915206964,26.357826,85.13108113395327
facebook/nllb-moe-54b,524717009,flores200,1,1,en,fr,1,2,32,-1,no_pad_fill,0.0,0.0,5.232566878472976,3.9244251588547323,0.0,32.0,2.590492167975753,0.5063865490317825,24.705729,63.19283176297713
facebook/nllb-moe-54b,524717009,flores200,1,1,en,fr,1,4,32,-1,no_pad_fill,0.0,0.0,5.932700706387212,4.44952552979041,0.0,32.0,2.427577395923436,1.5878740090185837,26.363731,20.152732407137403
facebook/nllb-moe-54b,524717009,flores200,1,1,en,fr,1,1,64,-1,no_pad_fill,0.0,0.0,11.323658577570596,8.492743933177946,0.0,64.0,2.4199701219331478,0.35341195117623087,26.446608,181.0917819473684
facebook/nllb-moe-54b,524717009,flores200,1,1,en,fr,1,2,64,-1,no_pad_fill,0.0,0.0,8.03826587392156,6.028699405441171,0.0,64.0,2.4203641780186445,0.7427904153693585,26.442303,86.16158565828489
facebook/nllb-moe-54b,524717009,flores200,1,1,en,fr,1,4,64,-1,no_pad_fill,0.0,0.0,8.230335454195075,6.172751590646306,0.0,64.0,2.510800305986777,1.4770722561922398,25.48988,43.328956814195585
facebook/nllb-moe-54b,524717009,flores200,1,1,en,fr,1,1,128,-1,no_pad_fill,0.423455197103223,0.0,14.978209348517318,11.421564212544197,0.0,128.0,2.4266880890354514,0.42336403463204486,26.373392,302.34027817513515
facebook/nllb-moe-54b,524717009,flores200,1,1,en,fr,1,2,128,-1,no_pad_fill,0.0,0.0,12.57096660807631,9.428224956057232,0.0,128.0,6.307120881043375,0.6382517964711163,10.147261,200.54780998300342
facebook/nllb-moe-54b,524717009,flores200,1,1,en,fr,1,4,128,-1,no_pad_fill,0.0,0.0,12.90482293724233,9.678617202931747,0.0,128.0,7.41918435995467,1.1517144094045295,8.626286,111.13866333076426
