0,encoder,0.007474191021174192
0,encoder,0.007563431980088353
0,encoder,0.007613623049110174
0,encoder,0.007660662988200784
0,encoder,0.0077096340246498585
0,encoder,0.0077570038847625256
0,encoder,0.007802644977346063
0,encoder,0.007849145215004683
0,encoder,0.007895036833360791
0,encoder,0.007941646967083216
0,encoder,0.007988948142156005
0,decoder,0.007944016950204968
0,decoder,0.008007837925106287
0,decoder,0.008058049017563462
0,decoder,0.008106619119644165
0,decoder,0.008154570125043392
0,decoder,0.008200600044801831
0,decoder,0.008247080957517028
0,decoder,0.008297441061586142
0,decoder,0.008345432113856077
0,decoder,0.008391262963414192
0,decoder,0.008438593009486794
0,decoder,0.00737446011044085
0,decoder,0.007439859909936786
0,decoder,0.007489921059459448
0,decoder,0.00753714214079082
0,decoder,0.007583822822198272
0,decoder,0.007630913984030485
0,decoder,0.007677864050492644
0,decoder,0.0077246748842298985
0,decoder,0.007770955096930265
0,decoder,0.007817945908755064
0,decoder,0.007865346036851406
0,decoder,0.007306539919227362
0,decoder,0.0073712810408324
0,decoder,0.007421661168336868
0,decoder,0.0074699921533465385
0,decoder,0.0075178928673267365
0,decoder,0.007565462961792946
0,decoder,0.007613704074174166
0,decoder,0.00766108394600451
0,decoder,0.007708044955506921
0,decoder,0.007756024831905961
0,decoder,0.007803926011547446
0,decoder,0.007402151124551892
0,decoder,0.007462942041456699
0,decoder,0.0075102620758116245
0,decoder,0.007558122975751758
0,decoder,0.007603752892464399
0,decoder,0.007649064064025879
0,decoder,0.007694613886997104
0,decoder,0.007739215157926083
0,decoder,0.007784534944221377
0,decoder,0.00783546594902873
0,decoder,0.007881575962528586
0,decoder,0.007383849937468767
0,decoder,0.007445622002705932
0,decoder,0.007495702942833304
0,decoder,0.0075440329965204
0,decoder,0.007592833833768964
0,decoder,0.007640223950147629
0,decoder,0.007686404976993799
0,decoder,0.007732745027169585
0,decoder,0.007778936065733433
0,decoder,0.00782607588917017
0,decoder,0.007874096976593137
0,decoder,0.0073474799282848835
0,decoder,0.007410750957205892
0,decoder,0.007460021181032062
0,decoder,0.0075092618353664875
0,decoder,0.007556221913546324
