model_name,total_params,dataset_name,dataset_size,src_lang,tgt_lang,batch_size,beam_size,max_gen_length,max_input_seq_length,tokenizer_padding_setting,sacrebleu,spBleu,chrf,chrfpp,meteor,gen_len,encoder_latency_s,decoder_latency_s,encoder_throughput,decoder_throughput
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,1,64,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0073483390733599,0.005545787794258517,"tensor(2857.7886, device='cuda:0')",5409.510986168388
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,2,64,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0085418440867215,0.005753867840394317,"tensor(2458.4856, device='cuda:0')",5213.884091912698
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,4,64,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0081619701813906,0.005769120785407676,"tensor(2572.9080, device='cuda:0')",5200.0991339757575
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,8,64,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0077232839539647,0.00587665773928161,"tensor(2719.0508, device='cuda:0')",5104.942525318369
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,16,64,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0087683168239891,0.005788406943001045,"tensor(2394.9866, device='cuda:0')",5182.773135236112
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,32,64,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0080502079799771,0.005698343108017555,"tensor(2608.6282, device='cuda:0')",5264.688249078942
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,64,64,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0092924830969423,0.0056687756591746455,"tensor(2259.8911, device='cuda:0')",5292.148041075928
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,1,128,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0084127229638397,0.00554048696308039,"tensor(2496.2192, device='cuda:0')",5414.68650678327
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,2,128,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0077841458842158,0.005786398262716769,"tensor(2697.7913, device='cuda:0')",5184.572274137714
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,4,128,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0083161711227148,0.005647733217726103,"tensor(2525.2004, device='cuda:0')",5311.865635905273
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,8,128,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0075851730071008,0.005617935342403699,"tensor(2768.5591, device='cuda:0')",5340.040098639539
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,16,128,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0093400839250534,0.005745817103513262,"tensor(2248.3738, device='cuda:0')",5221.189512220393
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,32,128,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.005829171044752,0.0053854248591608134,"tensor(3602.5706, device='cuda:0')",5570.591138964432
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,64,128,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0094074949156492,0.005640623610346494,"tensor(2232.2627, device='cuda:0')",5318.560867094827
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,1,256,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0094388250727206,0.005438601959432458,"tensor(2224.8533, device='cuda:0')",5516.123486104622
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,2,256,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0081249789800494,0.005672750490096664,"tensor(2584.6221, device='cuda:0')",5288.4398939056455
facebook/nllb-200-distilled-600M,615073792,wmt14,1,en,fr,32,4,256,10,pad_to_max_length,51.424016050282646,60.68410610880495,89.55871677151848,88.76985186633549,0.9293241279069768,30.0,0.0084794231224805,0.005655987700447397,"tensor(2476.5837, device='cuda:0')",5304.113373094316
